Site    ,Name                                     ,Lat       ,Lon      ,Start    ,End      , Years ,  %  ,AWS
64021,TONDERBURINE                             ,-31.35,148.7333,NA,1/2/1949,66.7,99,  N
65084,TOOGONG (GLENAYR)                        ,-33.3711,148.5917,1/3/1978,1/3/2022,21.4,49,  N
75113,TOOLEYBUC                                ,-35,143.3,1/1/1914,1/2/1994,11.7,15,  N
68175,TOOLIJOOA (NYORA)                        ,-34.7617,150.7911,1/1/1967,1/9/2015,48.3,99,  N
72062,TOOMA (CHINA WALLS)                      ,-35.9667,148.1667,1/10/1963,1/5/1966,2.7,100,  N
72163,TOOMA (EUDLO)                            ,-35.899,148.182,1/3/1997,1/1/2022,24.9,100,  N
72100,TOOMA (KARAKATANA)                       ,-35.9,148.1167,1/5/1970,1/7/1973,3.3,100,  N
72089,TOOMA (SCHOOL LANE)                      ,-35.9654,148.0578,1/11/1966,1/2/2022,49.3,89,  N
72099,TOOMA (UPPINGHAM)                        ,-35.9111,148.2167,1/5/1970,1/2/1997,26.8,100,  N
72072,TOOMA 1                                  ,-35.8167,147.8333,NA,1/2/1913,27.7,92,  N
51134,TOONA                                    ,-30.7,148,1/10/1945,1/4/1947,1.6,100,  N
58173,TOONUMBAR STATE FOREST                   ,-28.5833,152.8,1/2/1948,1/11/1967,19.8,100,  N
51047,TOORA                                    ,-30.7,148,1/1/1911,1/3/1950,39.3,100,  N
48077,TOORANG                                  ,-30.15,146.6833,1/1/1924,1/7/1989,42,64,  N
64022,TOORAWEENAH (DENHAM ST)                  ,-31.4397,148.9099,NA,1/6/2013,93.3,80,  N
59050,TOOROOKA                                 ,-30.9167,152.5833,1/8/1907,1/11/1980,16,22,  N
59055,TOOROOKA (MOPARRABAH)                    ,-30.9699,152.511,NA,1/2/2022,58.8,46,  N
59084,TOOROOKA (SEBASTAPOL)                    ,-30.945,152.485,1/8/1968,1/10/1984,12.8,79,  N
69030,TOOTHDALE                                ,-36.8,149.8,1/2/1907,1/3/1946,34.2,87,  N
74017,TOOTOOL (BRYNTIRION)                     ,-35.289,146.9742,1/8/1911,1/1/2022,110.4,100,  N
74204,TOOTOOL (MOORAKYLE)                      ,-35.2333,146.9833,1/5/1968,1/1/1989,20.8,100,  N
74179,TOOTOOL (TORONTO)                        ,-35.2567,146.9833,1/3/1904,1/2/2021,107.4,92,  N
60061,TOP HAT                                  ,-31.45,151.5167,1/1/1964,1/7/1968,4.5,98,  N
60032,TOPI TOPI                                ,-32.35,152.4,1/3/1934,1/5/1957,23.3,100,  N
47038,TOR DOWNS                                ,-32.9667,142.0667,1/1/1920,1/11/1970,50.3,99,  N
49051,TORI                                     ,-34.35,143.7,1/1/1909,1/6/1946,37.3,99,  N
61322,TORONTO WWTP                             ,-33.0025,151.5794,1/10/1972,1/12/2018,45.2,98,  N
